"Age" "Gender" "BMI" "Depression" "Depressed" "Sports" "Healthy_eating" "Dancing" "Music" "Slow_vs_Fast" "Dance" "Folk" "Country" "Classical" "Musical" "Pop" "Rock" "Metal_Hardrock" "Punk" "Hiphop_Rap" "Reggae_Ska" "Swing_Jazz" "Rocknroll" "Alternative" "Latino" "Techno_Trance" "Opera" "Movies" "Horror" "Thriller" "Comedy" "Romantic" "Sci-fi" "War" "Tales" "Animated" "Documentary" "Western" "Action"
"430" 20 "male" 23.9394809920521 2.1 FALSE 4.5 2 2 5 4 3 4 2 2 2 3 5 3 4 3 3 2 4 4 2 1 1 5 2 4 5 3 4 3 3 4 4 5 5
"431" 19 "male" 23.2356317012402 2.1 FALSE 5 4 1 5 4 2 1 1 1 1 2 2 3 3 5 1 1 1 2 1 2 1 5 1 5 5 2 3 3 2 2 3 2 4
"432" 21 "female" 18.7783446712018 2.1 FALSE 3.5 4 5 5 4 3 4 3 3 4 2 2 1 1 2 5 4 4 4 4 1 2 4 2 3 3 2 4 1 5 1 5 3 2
"433" 22 "male" 22.5981404958678 2.1 FALSE 5 3 5 5 3 5 3 3 4 4 4 4 3 2 4 4 4 3 3 3 2 4 4 2 3 4 4 4 4 4 3 4 4 4
"434" 19 "male" 21.9138056975895 2.5 FALSE 3 3 1 5 3 3 1 2 3 2 3 3 1 1 4 4 4 3 3 2 1 1 5 3 3 5 4 4 2 4 4 3 3 4
"435" 20 "male" 23.355636914531 2.4 FALSE 5 3 2 5 4 3 1 1 2 3 3 4 5 5 3 2 1 3 3 3 3 1 4 3 5 5 3 3 3 4 4 3 2 4
"436" 22 "male" 20.8307031940412 2.8 FALSE 1.5 2 1 5 3 1 5 5 2 2 3 5 1 1 1 2 1 5 3 2 1 2 5 3 4 5 3 3 5 5 5 5 4 4
"437" 19 "male" 19.7317624181418 3.3 FALSE 3 3 1 5 4 4 3 3 3 4 4 5 5 3 1 2 3 3 4 2 1 2 5 5 4 5 1 4 4 1 4 3 5 5
"438" 22 "male" 26.7299274950717 2.6 FALSE 5 3 5 5 5 5 3 1 2 3 5 4 4 3 5 3 2 3 3 2 4 3 5 5 5 5 1 5 5 5 5 3 3 5
"439" 17 "female" 18.1662042541947 2 FALSE 3 5 5 5 3 3 1 1 4 4 4 4 3 3 4 3 1 1 3 4 4 4 5 4 5 3 2 1 1 4 5 4 2 3
"440" 18 "female" 21.2031052289593 2.3 FALSE 4 3 4 5 4 4 2 2 3 2 5 4 1 2 4 3 3 2 2 5 4 4 4 1 2 5 3 3 2 5 5 5 1 4
"441" 19 "male" 21.6216216216216 3 FALSE 4 3 1 5 4 4 3 1 2 1 1 2 2 1 4 4 2 2 2 2 4 1 4 3 3 4 2 3 5 2 2 4 2 4
"442" 23 "female" 20.4782666138195 2.7 FALSE 4 3 4 5 3 3 1 2 2 2 4 2 1 1 4 4 2 2 2 4 2 1 5 2 3 5 5 3 2 3 3 4 2 3
"443" 20 "female" 23.1246703720232 3.5 TRUE 2 3 3 5 3 5 5 1 5 4 5 3 2 2 3 3 4 4 2 5 3 3 5 3 5 5 4 1 1 5 5 4 1 1
"444" 18 "female" 20.9366391184573 2.5 FALSE 3.5 3 3 5 3 4 2 2 3 3 4 3 1 2 3 3 3 3 3 4 4 3 5 1 2 5 4 3 3 4 4 3 2 4
"445" 21 "male" 21.4995968825584 2 FALSE 5 3 2 5 4 3 1 1 2 2 4 4 4 4 5 5 3 4 3 3 1 1 5 5 4 5 3 4 4 5 5 3 2 5
"446" 20 "male" 24.8356464572681 3.3 FALSE 5 5 1 5 4 3 1 1 5 3 5 5 1 2 5 1 3 5 1 1 3 2 5 2 5 5 2 5 3 4 4 5 1 5
"447" 20 "male" 20.9876543209877 3 FALSE 3 2 1 5 2 1 2 2 2 1 3 5 3 2 1 1 2 3 4 3 1 2 4 1 2 3 2 2 3 4 4 4 2 2
"448" 28 "female" 16.901027582477 2.9 FALSE 1 1 5 5 3 3 5 2 3 3 5 2 1 1 1 1 1 1 4 3 1 1 4 1 1 5 3 3 1 3 1 5 1 5
"449" 22 "male" 19.0364211528233 2.6 FALSE 4 2 2 5 4 2 5 4 5 2 2 5 4 3 1 2 3 5 5 2 1 1 5 2 1 4 4 3 4 5 5 5 2 3
"450" 19 "female" 22.4913494809689 2.9 FALSE 4 4 5 5 3 4 2 1 3 3 4 4 2 1 2 4 5 3 3 4 4 2 5 4 3 5 4 2 2 5 5 5 1 3
"451" 21 "male" 24.2202268431002 2.7 FALSE 5 4 2 5 3 3 1 2 2 2 3 5 2 3 2 2 3 5 5 3 3 2 5 3 3 4 3 3 3 3 3 3 1 3
"452" 17 "male" 19.5918367346939 1.6 FALSE 4 1 3 5 1 3 3 4 4 4 5 5 3 4 4 3 4 5 1 4 4 1 5 4 4 5 5 5 5 5 5 3 2 5
"453" 19 "female" 20.1955782312925 2.4 FALSE 5 3 1 5 5 2 1 1 1 2 4 2 2 1 5 3 1 1 1 3 5 1 5 5 5 5 3 1 3 3 3 2 1 5
"454" 25 "male" 22.7146814404432 2.6 FALSE 4.5 3 1 5 3 3 2 1 4 3 3 4 1 3 3 3 1 3 5 1 2 3 5 2 4 3 4 1 4 2 4 4 2 3
"455" 20 "female" 17.9930795847751 2.7 FALSE 2 3 1 5 3 3 2 1 3 3 4 4 4 4 4 2 1 3 3 3 3 2 5 3 4 5 4 4 3 5 5 2 1 4
"456" 26 "male" 22.5847592730365 3 FALSE 3.5 3 1 5 3 3 2 2 5 1 4 5 4 1 1 1 1 3 4 1 1 4 5 2 5 2 1 5 5 2 1 5 4 3
"457" 21 "male" 23.5478806907378 3.1 FALSE 4 4 1 5 3 3 5 1 5 5 5 5 1 2 4 4 2 5 3 3 3 5 5 3 5 4 4 5 5 5 5 5 1 5
"458" 20 "female" 17.3061224489796 2.6 FALSE 1.5 4 2 5 4 3 2 2 2 3 3 2 2 2 4 3 2 2 2 3 1 1 5 3 3 5 5 3 2 5 5 3 2 4
"459" 21 "male" 24.4897959183673 2.7 FALSE 2 4 1 5 4 2 3 1 4 5 2 5 4 3 2 2 2 4 5 3 1 3 5 1 4 1 2 4 4 4 4 4 1 3
"460" 20 "male" 22.5981404958678 3.2 FALSE 3 3 2 5 3 3 3 3 3 1 3 3 3 3 3 3 3 3 3 1 3 1 5 5 5 5 3 5 5 5 5 4 5 5
"461" 27 "male" 24.3024870597147 2.5 FALSE 5 4 3 5 3 3 2 2 5 5 4 5 3 3 2 5 5 5 4 5 1 5 5 5 5 5 3 5 5 3 5 3 2 4
"462" 21 "male" 19.4132349729428 2.3 FALSE 5 2 1 5 4 1 4 2 5 3 1 4 5 2 2 2 1 4 3 1 1 5 5 3 5 5 2 2 4 4 4 5 3 4
"463" 17 "female" 18.4425458240807 3.3 FALSE 3 4 5 5 3 2 5 4 3 3 3 5 2 2 1 3 3 5 4 2 1 2 5 1 3 4 3 5 3 5 5 4 2 4
"464" 18 "female" 18.3391003460208 3.5 TRUE 3.5 2 5 3 3 4 4 2 2 2 3 2 1 1 3 1 1 1 3 2 3 2 4 2 2 5 5 3 2 4 3 2 3 4
"465" 19 "male" 20.5150864789799 2.4 FALSE 4.5 4 4 4 3 3 4 2 3 4 3 3 2 2 3 1 2 3 2 3 3 1 4 1 2 4 4 2 3 3 2 4 2 4
"466" 21 "female" 22.5895514360501 3.3 FALSE 2.5 3 2 5 5 5 3 1 1 2 5 1 1 2 4 5 3 1 2 4 2 1 4 2 4 5 5 1 2 4 2 4 2 5
"467" 20 "female" 19.0311418685121 2.8 FALSE 2 3 3 5 3 2 3 3 2 3 4 4 2 2 2 4 4 4 3 3 1 2 5 3 4 5 5 5 2 3 3 4 3 5
"468" 20 "female" 18.3768251528618 3.7 TRUE 2.5 2 2 5 3 5 2 2 1 2 2 4 2 1 5 3 1 2 1 1 1 1 5 4 5 5 5 2 1 3 3 1 1 2
"469" 20 "male" 25.1278305332359 2.3 FALSE 5 4 2 5 3 4 3 3 4 2 4 4 1 3 5 3 4 4 2 4 4 3 4 3 4 5 2 5 5 4 4 4 3 4
"470" 20 "male" 23.5457063711911 1.6 FALSE 5 5 2 5 4 4 1 3 3 1 4 5 2 3 5 3 1 3 3 1 2 1 5 4 4 5 3 3 5 4 3 3 3 5
"471" 20 "male" 23.1481481481481 1.9 FALSE 4 3 1 5 5 5 1 1 1 1 1 5 1 5 3 3 1 2 1 1 2 1 5 1 5 5 3 5 5 5 5 5 1 5
"472" 16 "female" 17.9981634527089 4.3 TRUE 5 2 5 5 3 5 2 2 2 3 4 2 1 2 2 2 2 2 2 2 3 3 5 3 5 5 5 5 3 5 5 3 2 5
"473" 19 "female" 24.8163265306122 3.2 FALSE 3 3 5 5 3 3 2 2 2 3 2 2 1 1 4 3 1 2 1 3 2 1 5 1 2 5 5 2 4 3 3 2 3 5
"474" 23 "female" 21.6333153055706 2.8 FALSE 3.5 3 4 5 4 5 2 1 2 1 5 3 1 1 3 1 1 1 3 3 3 1 5 2 3 5 5 1 1 2 4 5 1 3
"475" 20 "female" 17.6308539944904 2.4 FALSE 5 3 4 5 3 4 4 2 3 2 3 3 2 2 2 3 1 2 3 3 2 1 5 2 2 5 5 4 3 4 4 4 2 3
"476" 23 "male" 24.6353685507125 2.5 FALSE 5 5 1 5 3 3 1 1 2 1 3 3 1 2 2 1 1 3 2 2 1 1 5 4 2 5 3 1 5 3 3 3 1 5
"477" 22 "female" 19.1511918197052 2.1 FALSE 5 4 3 5 3 3 1 1 4 3 3 3 3 1 2 2 1 2 1 1 1 2 4 1 3 5 4 1 1 3 2 3 1 3
"478" 17 "male" 22.3954134193317 2.4 FALSE 5 3 1 4 3 3 1 1 1 1 2 4 3 3 3 1 1 3 4 1 4 1 5 1 3 5 3 3 4 3 3 5 1 4
"479" 20 "female" 18.3057694735513 2.6 FALSE 5 2 3 5 5 5 3 1 1 3 3 3 1 1 3 2 1 1 2 2 5 1 5 1 3 5 5 1 1 5 5 3 1 3
"480" 21 "female" 22.7583067819754 2.7 FALSE 4 4 4 5 4 3 4 3 4 4 2 4 2 3 2 2 3 3 4 5 2 2 4 2 2 5 3 3 3 5 4 4 3 2
"481" 21 "male" 24.6181037747759 2.4 FALSE 5 1 2 5 3 3 2 4 3 5 3 3 1 2 5 5 2 2 2 2 3 2 5 3 5 5 5 5 5 4 5 5 5 5
"482" 19 "female" 16.796875 2.9 FALSE 3 3 4 5 4 4 2 1 2 5 3 3 1 1 1 1 1 1 1 2 2 1 5 4 4 4 5 4 2 2 3 2 1 2
"483" 20 "female" 24.4897959183673 2.5 FALSE 3 3 3 5 3 3 2 3 2 4 5 2 1 1 4 3 2 4 3 4 1 2 5 3 3 5 5 5 2 5 5 2 2 5
"484" 19 "male" 24.9835634451019 3.2 FALSE 5 2 1 5 3 4 3 2 5 2 5 5 4 3 3 2 5 5 3 2 5 1 5 3 5 5 3 5 2 4 5 4 1 5
"485" 21 "male" 22.2290619335864 2.1 FALSE 3 5 1 5 3 1 1 1 1 1 1 1 1 1 5 3 2 2 2 1 3 1 5 2 3 5 1 5 3 5 5 4 1 4
"486" 22 "female" 20.4491374182035 2.8 FALSE 4.5 3 2 5 4 2 2 1 1 4 3 4 3 4 4 5 3 2 5 2 5 1 4 2 4 5 2 1 1 4 4 3 1 4
"487" 22 "male" 23.6614386154678 2.5 FALSE 3.5 2 2 3 3 4 3 1 3 3 2 3 2 1 4 4 4 3 3 3 4 2 5 4 3 3 2 4 4 3 2 4 2 4
"488" 22 "male" 22.1606648199446 2.8 FALSE 3.5 3 3 5 4 2 1 1 3 4 5 4 1 1 5 3 4 4 2 3 1 1 5 4 5 5 3 5 2 2 2 3 1 5
"489" 28 "female" 20.5150864789799 3.6 TRUE 2 4 1 5 3 4 3 3 2 2 5 3 1 1 2 3 3 3 1 4 4 2 4 1 4 5 5 3 3 5 5 4 1 4
"490" 21 "male" 23.3747260774288 3 FALSE 3.5 5 1 5 3 3 3 3 3 2 3 4 3 1 3 2 4 4 3 4 4 2 4 1 4 5 5 4 5 4 4 3 1 5
"491" 17 "female" 23.8751147842057 3.4 TRUE 3.5 2 1 5 3 2 1 1 1 1 2 4 4 5 3 4 1 3 2 1 2 1 4 5 3 3 3 4 5 2 2 2 3 4
"492" 21 "female" 17.9930795847751 2.9 FALSE 3.5 3 5 5 3 4 1 1 2 5 2 1 1 1 4 1 1 2 1 5 1 2 5 3 3 5 5 2 2 5 5 3 1 3
"493" 17 "female" 22.0521901834341 2.8 FALSE 4 3 3 5 4 1 1 1 3 4 1 5 5 5 1 2 1 5 3 2 2 2 5 3 4 5 4 3 5 5 4 5 1 3
"494" 28 "male" 26.5668397536529 2.9 FALSE 3 2 5 5 3 3 2 3 3 4 3 5 4 3 1 4 4 5 3 4 1 2 5 4 4 4 2 5 4 4 2 3 2 4
"495" 20 "female" 21.484375 2 FALSE 4 3 5 4 3 3 3 2 1 5 4 1 1 1 4 2 4 2 2 5 1 2 3 1 1 5 2 4 2 3 4 5 2 4
"496" 19 "female" 22.4913494809689 3.2 FALSE 1 3 5 5 3 3 3 1 3 3 4 1 1 1 4 2 2 2 2 5 4 1 4 1 4 5 5 3 3 5 1 3 1 1
"497" 21 "female" 17.5770686857761 2.6 FALSE 3.5 3 3 5 3 2 3 1 4 3 2 5 3 2 2 4 3 3 4 4 1 2 4 4 4 5 3 1 3 4 3 4 1 2
"498" 23 "male" 24.355421180818 2.9 FALSE 2 4 1 5 3 2 3 1 5 1 3 4 1 4 2 2 4 1 5 1 1 3 4 2 3 2 3 3 3 3 3 4 1 2
"499" 17 "male" 23.7386621315193 3.5 TRUE 3 1 1 5 5 1 1 1 1 3 1 4 4 5 1 4 1 2 1 1 1 1 5 5 3 5 1 4 5 3 4 2 1 3
"500" 20 "male" 18.7260073031428 3.2 FALSE 2.5 2 1 5 3 4 1 1 2 1 4 3 1 1 4 4 2 2 2 2 5 1 3 4 4 4 4 4 3 4 4 4 2 4
"501" 19 "male" 21.4619366241636 2.8 FALSE 5 3 2 5 4 4 2 2 2 2 5 5 2 3 4 2 2 4 3 3 3 2 5 4 4 5 3 3 3 4 5 2 2 5
"502" 19 "male" 27.681660899654 2.7 FALSE 4 3 3 4 3 4 2 3 2 1 3 4 2 4 4 3 3 3 2 5 3 2 5 3 4 5 4 3 1 5 4 2 3 4
"503" 19 "male" 24.8109640831758 2.5 FALSE 4.5 2 3 5 4 5 3 4 2 2 5 4 3 3 4 4 2 4 4 2 3 1 5 4 5 5 3 4 5 5 5 5 3 5
"504" 18 "female" 18.4672206832872 3.1 FALSE 4 3 3 5 3 2 1 1 5 3 4 4 4 3 5 5 2 2 4 1 4 1 5 1 1 4 4 1 4 5 5 4 2 2
"505" 19 "female" 20.4491374182035 2.6 FALSE 2 3 5 5 3 1 4 3 4 3 2 4 1 2 1 1 4 5 5 4 1 2 5 1 2 3 4 1 2 5 4 3 1 2
"506" 22 "male" 21.4346093466973 1.6 FALSE 5 1 3 4 4 4 2 3 2 2 5 4 4 2 3 1 4 4 3 3 3 1 5 5 4 5 3 5 4 3 4 3 2 4
"507" 21 "female" 18.3391003460208 3.2 FALSE 5 4 4 5 3 3 2 2 1 3 4 4 1 5 4 4 2 2 5 2 1 1 5 5 5 5 5 4 1 5 5 4 2 4
"508" 21 "male" 18.9919649379109 2.2 FALSE 5 3 1 5 3 1 5 5 2 3 3 5 3 4 1 3 3 4 1 1 1 2 5 1 4 5 3 3 1 5 5 5 5 5
"509" 19 "female" 19.4869614512472 3.2 FALSE 2 3 2 3 3 3 1 3 3 3 4 3 3 3 1 3 3 4 1 4 1 2 4 1 5 5 3 1 2 3 4 4 1 5
"510" 18 "male" 20.6541421457673 2.3 FALSE 4 5 1 4 3 3 2 2 5 2 3 3 2 2 5 2 3 2 3 2 4 3 3 1 2 5 4 3 5 4 4 5 5 5
"511" 20 "male" 24.7842575173938 3.1 FALSE 2.5 2 1 5 4 3 2 2 3 2 4 5 4 2 2 2 4 5 4 2 3 2 4 3 3 5 4 5 3 3 4 4 3 4
"512" 18 "female" 20.1955782312925 3.3 FALSE 2.5 3 3 5 3 3 2 1 1 1 5 3 1 1 3 2 1 2 1 1 3 1 5 4 4 5 4 4 3 4 4 2 1 3
"513" 23 "male" 37.1822606814494 2.2 FALSE 2 3 1 5 3 5 1 1 3 2 3 4 3 3 4 4 3 2 3 5 5 3 3 4 4 4 4 3 5 5 5 5 5 5
"514" 18 "female" 22.1002895900015 3.1 FALSE 4 4 2 5 2 3 2 2 2 1 3 4 3 1 5 2 4 3 4 4 3 1 5 4 2 4 3 2 3 4 5 2 1 3
"515" 22 "female" 23.7953599048186 1.8 FALSE 3.5 4 3 5 3 4 1 1 3 2 4 4 1 1 1 4 5 3 1 2 5 1 5 1 3 5 5 4 1 5 5 4 1 4
"516" 20 "male" 22.8571428571429 2.8 FALSE 3.5 3 1 5 3 3 3 1 5 4 4 5 2 3 2 2 5 3 5 3 3 2 5 2 3 3 3 5 2 4 3 4 2 4
"517" 19 "male" 22.4087867693473 1.9 FALSE 4.5 1 1 3 3 4 1 5 4 1 3 5 3 2 1 4 3 5 1 4 4 1 5 5 5 5 1 4 5 4 4 5 2 5
"518" 19 "female" 21.484375 3.5 TRUE 3 3 1 5 3 3 2 4 5 5 3 4 1 1 1 2 2 1 1 5 1 5 4 2 2 4 4 2 4 2 2 4 1 1
"519" 23 "female" 21.7180660897457 3.2 FALSE 3 1 1 5 5 5 4 2 5 5 5 5 1 1 5 5 5 1 3 5 1 5 5 5 5 5 3 5 1 3 5 5 1 5
"520" 27 "male" 27.1020408163265 2.1 FALSE 1.5 1 1 5 1 3 3 1 5 4 3 3 2 2 3 2 3 3 2 3 2 5 5 2 4 4 2 2 5 3 3 5 2 4
"521" 20 "male" 22.3954134193317 2.7 FALSE 3 2 1 5 3 2 1 1 5 2 4 4 1 3 4 1 1 3 3 2 2 1 5 2 2 4 1 2 4 1 1 4 2 3
"522" 18 "female" 28.5482813163072 2.8 FALSE 5 3 3 5 3 5 4 4 5 5 5 4 2 4 3 4 4 5 3 3 4 3 5 1 2 5 5 5 4 5 5 3 3 5
"523" 21 "female" 20.7156938086805 3 FALSE 4 4 5 5 2 3 1 2 1 2 5 5 2 1 4 2 2 4 1 2 1 1 5 4 3 5 5 3 1 4 4 3 1 3
"524" 19 "female" 18.8189243102864 3 FALSE 5 5 5 5 4 5 3 2 3 3 5 2 1 3 4 1 2 4 3 5 2 1 5 2 3 5 5 3 1 5 5 3 1 4
"525" 22 "female" 22.8623685413809 3.2 FALSE 3.5 3 2 5 3 4 2 2 1 1 3 3 2 1 4 4 4 2 2 3 4 2 5 4 4 4 4 2 5 5 5 3 1 2
"526" 20 "female" 20.7612456747405 3.6 TRUE 2.5 3 2 5 5 4 4 3 1 4 2 1 1 1 1 2 3 3 4 3 2 1 5 3 2 5 5 2 1 4 4 1 3 2
"527" 19 "male" 22.9853975121687 3.3 FALSE 5 3 1 4 4 3 1 1 2 2 3 5 5 5 4 4 3 3 3 3 2 1 5 3 4 4 2 5 4 4 5 5 5 5
"528" 19 "female" 20.0474456213038 2.9 FALSE 5 3 4 5 5 4 1 3 2 3 5 4 3 2 4 5 4 4 2 5 5 1 4 3 1 5 5 1 1 5 5 5 1 1
"529" 17 "male" 25.2493372048984 2.2 FALSE 5 2 1 5 4 4 3 2 2 2 4 3 3 2 5 2 2 3 3 2 4 2 4 2 3 4 2 2 4 3 3 4 2 4
"530" 21 "male" 20.679012345679 2.1 FALSE 4 1 2 5 4 3 5 3 1 1 4 3 1 1 2 3 3 2 1 3 1 1 5 1 1 5 3 3 2 4 4 3 3 5
"531" 19 "female" 21.7993079584775 2.5 FALSE 4 3 5 5 3 3 4 2 4 4 4 3 2 2 4 3 4 3 4 3 2 3 4 1 2 4 5 2 3 5 4 3 1 2
"532" 24 "male" 31.804657843439 2.2 FALSE 4 3 5 5 3 3 5 4 3 3 4 4 1 4 5 5 3 5 5 5 3 4 5 4 4 1 5 1 4 2 3 5 4 5
"533" 21 "female" 19.723865877712 2.8 FALSE 3.5 4 1 5 3 3 3 2 2 5 5 5 3 5 4 4 3 4 3 3 1 3 4 5 4 5 4 2 2 5 5 4 3 3
"534" 18 "male" 22.0931700542861 3.5 TRUE 3 3 1 5 3 2 1 2 1 1 1 5 5 3 1 2 5 5 5 1 1 1 5 3 3 5 3 3 5 3 4 4 3 5
"535" 21 "female" 17.708576965485 2.6 FALSE 4.5 4 3 5 4 5 2 2 4 3 5 5 4 5 5 2 1 1 1 1 1 1 5 1 3 5 5 5 2 1 1 5 1 1
"536" 17 "male" 24.8163265306122 3.5 TRUE 2.5 2 1 5 3 3 3 3 3 3 4 3 2 2 5 4 3 3 3 3 3 3 5 3 3 5 3 5 5 3 5 4 3 5
"537" 22 "male" 27.4691358024691 4.1 TRUE 4 3 2 4 3 4 4 2 5 5 3 3 2 2 2 2 1 1 3 3 3 5 4 1 3 4 2 5 1 4 2 5 1 4
"538" 23 "male" 24.0317093723667 2.9 FALSE 5 3 2 5 4 4 2 1 4 4 3 2 1 1 4 2 3 2 4 4 5 3 4 1 4 5 1 4 5 3 3 5 4 5
"539" 21 "female" 24.023808670085 2.8 FALSE 2.5 4 3 5 3 3 1 3 5 4 5 3 1 1 5 2 4 5 3 5 1 1 5 1 3 5 5 3 4 5 5 3 1 5
"540" 23 "female" 25.6369171607114 2.2 FALSE 4 3 5 5 4 5 5 2 2 5 4 3 1 1 3 2 2 4 1 5 2 2 5 3 3 5 5 4 4 4 3 3 1 3
"541" 17 "female" 18.4964988769983 3.1 FALSE 2.5 4 5 5 3 5 2 2 2 2 3 3 3 3 4 4 4 4 3 3 2 2 5 4 3 5 4 3 2 3 4 4 2 2
"542" 20 "male" 22.351742870077 2.9 FALSE 4 3 3 5 3 4 1 1 1 2 4 2 1 1 4 2 1 2 1 2 3 1 5 5 5 5 2 5 4 2 5 3 3 5
"543" 22 "male" 27.7008310249307 2.6 FALSE 4 4 1 5 4 4 2 2 3 2 3 3 2 2 4 3 3 3 3 4 4 3 5 3 4 5 3 3 4 3 3 4 5 5
"544" 21 "male" 20.1347687186233 3.1 FALSE 1.5 2 1 4 3 3 2 1 3 1 5 4 1 1 1 1 1 2 1 2 1 1 5 1 2 5 2 4 5 3 3 5 1 5
"545" 22 "female" 19.1000918273646 2.4 FALSE 2.5 3 3 5 3 3 2 2 3 2 3 5 5 2 1 3 4 5 2 4 1 4 5 4 4 5 2 3 3 5 5 4 5 4
"546" 24 "male" 25.2493372048984 2.4 FALSE 4.5 2 2 4 3 4 3 2 3 2 5 3 2 1 3 2 2 2 2 4 3 2 4 3 4 4 4 2 4 2 2 4 2 4
"547" 19 "female" 23.1206235962479 3.2 FALSE 3 3 1 5 3 3 2 2 2 2 3 5 3 4 3 4 2 3 3 2 4 1 5 1 2 4 4 2 3 3 4 2 1 2
"548" 18 "female" 20.5688066136624 3.1 FALSE 5 3 5 5 3 2 2 2 4 2 2 5 3 3 2 1 4 4 3 1 1 4 5 4 3 4 5 3 3 3 3 4 3 3
"549" 22 "male" 23.8894628099174 2.4 FALSE 5 4 4 5 3 5 2 2 3 2 2 2 2 1 5 2 3 2 3 2 4 1 5 2 2 5 2 4 1 5 5 5 3 3
"550" 20 "female" 19.9593554942662 3.7 TRUE 2.5 3 2 5 3 2 2 1 3 1 4 5 3 4 3 5 4 3 3 2 1 2 5 4 2 5 5 2 1 5 5 4 2 2
"551" 19 "female" 25.7116620752984 2.8 FALSE 3 3 2 5 4 3 1 1 2 3 3 1 1 1 2 1 1 1 1 1 2 1 3 4 4 4 3 2 3 3 4 2 1 3
"552" 21 "female" 19.8140527358634 2.3 FALSE 2 3 2 5 4 3 2 2 1 3 4 4 1 1 3 4 1 3 1 1 2 2 4 2 3 5 3 3 4 3 3 2 1 3
"553" 28 "female" 19.4869614512472 2.8 FALSE 4 3 5 5 2 3 4 4 3 4 1 2 1 1 1 2 3 4 3 5 1 3 5 1 2 5 5 1 3 5 4 4 4 4
"554" 20 "female" 16.7062046844198 2.4 FALSE 3.5 4 2 5 3 1 2 1 3 1 2 5 5 5 5 5 3 5 5 3 4 4 5 2 3 5 3 2 4 2 3 4 3 2
"555" 20 "female" 22.3081499107674 3.7 TRUE 4 3 1 5 3 2 1 2 2 2 2 5 3 2 1 1 1 4 5 1 1 1 4 5 3 5 4 5 2 3 4 4 2 2
"556" 23 "male" 26.0275824770146 2.2 FALSE 4 4 2 5 3 2 1 1 5 3 1 2 1 3 5 4 4 1 2 2 1 2 3 2 2 5 2 2 2 2 2 5 2 2
"557" 27 "male" 23.7021620996647 2.6 FALSE 3 3 1 5 3 1 2 3 4 2 2 5 5 1 2 2 4 5 5 4 1 2 4 4 4 2 2 5 3 4 3 5 1 2
"558" 23 "female" 20.7612456747405 2.4 FALSE 2.5 3 4 5 3 3 2 2 2 3 3 3 3 1 2 3 3 2 2 5 2 2 3 3 4 3 2 2 4 3 3 4 3 3
"559" 22 "female" 20.9366391184573 2.4 FALSE 3 5 5 5 3 3 3 3 2 3 3 3 1 1 4 4 4 4 4 4 4 3 4 2 2 5 5 4 3 3 2 4 2 4
"560" 28 "female" 21.7738423573813 3.5 TRUE 4 3 2 3 1 2 4 2 5 5 4 4 2 2 1 1 3 2 3 3 1 5 4 5 5 4 4 2 4 3 2 4 2 1
"561" 22 "female" 17.9930795847751 3.5 TRUE 3 4 1 4 3 2 2 1 3 4 5 4 2 1 3 2 4 4 3 4 1 4 4 3 3 4 4 1 2 3 3 3 2 1
"562" 18 "male" 22.3863142771225 2.4 FALSE 5 2 1 5 4 3 3 1 3 1 3 5 3 3 4 1 1 3 1 3 1 1 4 1 4 4 3 1 5 2 5 5 1 2
"563" 25 "female" 27.5482093663912 3.3 FALSE 2 3 5 5 3 3 3 3 3 5 5 4 2 1 2 2 2 3 1 3 3 2 5 2 3 5 5 2 5 5 5 1 1 3
"564" 20 "female" 143.080124869927 2.7 FALSE 5 4 1 5 4 2 2 1 2 2 1 2 2 1 2 1 2 1 5 2 2 2 5 1 2 2 3 1 2 3 4 5 1 3
"565" 23 "female" 24.7675659198293 2.8 FALSE 4.5 3 2 5 3 2 3 3 3 3 2 5 5 4 1 5 3 4 4 4 1 5 3 4 2 5 4 3 1 5 5 5 3 3
"566" 21 "female" 20.4528853177502 3.2 FALSE 3 3 2 5 3 2 2 1 2 2 1 5 2 5 3 5 4 5 5 2 3 1 5 5 3 5 5 3 3 5 5 5 1 1
"567" 25 "female" 21.484375 3.2 FALSE 4 3 5 5 4 4 3 4 2 4 5 5 2 3 5 5 2 5 2 5 5 1 5 5 4 5 4 3 2 5 5 4 3 3
"568" 28 "female" 21.6049382716049 2.7 FALSE 3 4 3 5 5 4 3 2 4 4 3 5 5 4 4 5 4 3 4 4 4 4 4 1 4 4 4 3 3 4 4 4 2 4
"569" 19 "male" 25.3515413737155 3 FALSE 2.5 2 1 4 4 4 2 3 3 3 4 4 3 4 3 4 3 4 3 2 5 2 5 2 4 4 2 4 5 5 4 4 3 5
"570" 30 "female" 24.9680097375238 3.4 TRUE 3 3 3 5 3 2 5 5 3 3 5 5 4 3 3 3 3 5 1 5 1 1 5 1 1 5 5 5 4 5 5 5 5 5
"571" 28 "female" 20.9366391184573 2.3 FALSE 4.5 3 4 5 5 5 1 1 2 3 5 4 1 2 4 2 2 3 2 4 1 1 5 2 4 5 4 2 1 5 3 1 1 2
"572" 19 "female" 19.9480597689036 2.8 FALSE 3 4 4 5 3 3 2 3 3 4 4 3 2 3 4 3 4 4 1 4 3 2 5 1 2 5 4 4 4 5 1 4 3 4
"573" 18 "female" 17.6308539944904 3.3 FALSE 3 3 2 5 4 4 3 1 3 4 4 5 1 5 3 1 1 2 1 4 1 1 5 3 5 5 5 1 3 5 5 3 1 1
